127.0.0.1 - - [27/Aug/2020:12:57:19 +0800] "GET / HTTP/1.1" 404 1068
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:12:34 +0800] "POST /hrsys/searchUser HTTP/1.1" 200 688
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:12:36 +0800] "POST /hrsys/searchUser HTTP/1.1" 200 688
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:13:39 +0800] "POST /hrsys/searchDict HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:13:39 +0800] "POST /hrsys/searchDT HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:13:42 +0800] "POST /hrsys/searchDict HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:13:42 +0800] "POST /hrsys/searchDT HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:13:45 +0800] "POST /hrsys/searchUser HTTP/1.1" 200 688
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:13:59 +0800] "POST /hrsys/searchUser HTTP/1.1" 200 688
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:14:00 +0800] "POST /hrsys/searchDT HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:14:00 +0800] "POST /hrsys/searchDict HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:14:02 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:14:23 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:14:24 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:14:25 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:14:26 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:14:37 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:14:43 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:14:44 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:14:53 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:14:54 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:14:56 +0800] "GET /hrsys/system/attendmgr.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:14:56 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:14:56 +0800] "POST /hrsys/searchAttend HTTP/1.1" 200 106731
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:15:03 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:15:08 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:15:09 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:15:10 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:15:11 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:15:12 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:15:32 +0800] "POST /hrsys/dataForEchars HTTP/1.1" 200 253
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:15:47 +0800] "GET /hrsys/resource/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:17:42 +0800] "POST /hrsys/dataForEchars HTTP/1.1" 200 9622
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:02 +0800] "POST /hrsys/dataForEchars HTTP/1.1" 200 253
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:09 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:10 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:11 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:12 +0800] "GET /hrsys/system/attendmgr.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:12 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:12 +0800] "POST /hrsys/searchAttend HTTP/1.1" 200 106731
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:13 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:14 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:15 +0800] "POST /hrsys/searchDict HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:15 +0800] "POST /hrsys/searchDT HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:16 +0800] "POST /hrsys/searchUser HTTP/1.1" 200 688
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:22 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:24 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:24 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:25 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:26 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:27 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:31 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:31 +0800] "POST /hrsys/searchAttend HTTP/1.1" 200 106731
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:33 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:33 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:34 +0800] "POST /hrsys/searchDT HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:34 +0800] "POST /hrsys/searchDict HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:36 +0800] "POST /hrsys/searchUser HTTP/1.1" 200 688
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:39 +0800] "POST /hrsys/searchDict HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:39 +0800] "POST /hrsys/searchDT HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:40 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:41 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:42 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:18:42 +0800] "POST /hrsys/searchAttend HTTP/1.1" 200 106731
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:04 +0800] "POST /hrsys/searchUser HTTP/1.1" 200 688
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:21 +0800] "POST /hrsys/searchUser HTTP/1.1" 200 688
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:24 +0800] "POST /hrsys/searchDT HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:24 +0800] "POST /hrsys/searchDict HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:27 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:28 +0800] "POST /hrsys/searchUser HTTP/1.1" 200 688
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:30 +0800] "POST /hrsys/searchDict HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:30 +0800] "POST /hrsys/searchDT HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:38 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:41 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:42 +0800] "GET /hrsys/system/attendmgr.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:42 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:42 +0800] "POST /hrsys/searchAttend HTTP/1.1" 200 106731
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:43 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:44 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:45 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:46 +0800] "POST /hrsys/searchUser HTTP/1.1" 200 688
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:48 +0800] "POST /hrsys/searchDict HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:48 +0800] "POST /hrsys/searchDT HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:50 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:51 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:52 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:52 +0800] "POST /hrsys/searchAttend HTTP/1.1" 200 106731
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:52 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:54 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:54 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:55 +0800] "GET /favicon.ico HTTP/1.1" 404 1079
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:27:55 +0800] "POST /hrsys/searchUser HTTP/1.1" 200 688
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:28:02 +0800] "POST /hrsys/searchDT HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:28:02 +0800] "POST /hrsys/searchDict HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:28:02 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:28:03 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:28:03 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:28:03 +0800] "POST /hrsys/searchAttend HTTP/1.1" 200 106731
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:28:04 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:28:06 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:28:16 +0800] "POST /hrsys/dataForEchars HTTP/1.1" 200 14303
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:00 +0800] "POST /hrsys/searchUser HTTP/1.1" 200 688
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:01 +0800] "POST /hrsys/searchDict HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:01 +0800] "POST /hrsys/searchDT HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:02 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:02 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:03 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:03 +0800] "POST /hrsys/searchAttend HTTP/1.1" 200 106731
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:03 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:05 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:06 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:08 +0800] "POST /hrsys/searchUser HTTP/1.1" 200 688
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:12 +0800] "POST /hrsys/searchDict HTTP/1.1" 200 640
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:12 +0800] "POST /hrsys/searchDT HTTP/1.1" 200 106
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:13 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:14 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:19 +0800] "POST /hrsys/searchDept HTTP/1.1" 200 190
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:19 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:25 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:25 +0800] "POST /hrsys/searchAttend HTTP/1.1" 200 106731
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:26 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:34 +0800] "POST /hrsys/updateEmpSalary HTTP/1.1" 200 53
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:34 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:40 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:41 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:43 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:45 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:46 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:48 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:29:49 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:36:46 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:36:47 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:36:48 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:36:48 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:36:50 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:53 +0800] "GET /hrsys/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:53 +0800] "GET /hrsys/resource/js/jquery-3.5.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:53 +0800] "GET /hrsys/resource/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:53 +0800] "GET /hrsys/analyze/attend.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:53 +0800] "GET /hrsys/resource/js/index.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:53 +0800] "GET /hrsys/resource/image/favicon.ico HTTP/1.1" 200 1150
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:53 +0800] "GET /hrsys/resource/js/jquery-3.5.1.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:53 +0800] "GET /hrsys/resource/bootstrap/js/bootstrap.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:53 +0800] "GET /hrsys/resource/echarts/echarts.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:53 +0800] "GET /hrsys/resource/bootstrap-table/bootstrap-table.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:53 +0800] "GET /hrsys/resource/bootstrap-table/locale/bootstrap-table-zh-CN.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:53 +0800] "GET /hrsys/resource/js/attend.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:53 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:58 +0800] "GET /hrsys/index.html HTTP/1.1" 200 5338
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:58 +0800] "GET /hrsys/resource/bootstrap/css/bootstrap.min.css HTTP/1.1" 200 121205
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:58 +0800] "GET /hrsys/resource/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37051
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:58 +0800] "GET /hrsys/resource/js/jquery-3.5.1.min.js HTTP/1.1" 200 89478
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:58 +0800] "GET /hrsys/resource/js/index.js HTTP/1.1" 200 3529
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:58 +0800] "GET /hrsys/welcome.html HTTP/1.1" 200 1265
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:58 +0800] "GET /hrsys/resource/bootstrap/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:38:58 +0800] "GET /hrsys/resource/image/favicon.ico HTTP/1.1" 200 1150
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:01 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:01 +0800] "GET /hrsys/system/attendmgr.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:01 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:01 +0800] "POST /hrsys/searchAttend HTTP/1.1" 200 106731
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:06 +0800] "POST /hrsys/genAttend HTTP/1.1" 200 4095
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:15 +0800] "GET /hrsys/system/empsalary.html HTTP/1.1" 200 2010
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:15 +0800] "GET /hrsys/resource/bootstrap-table/locale/bootstrap-table-zh-CN.min.js HTTP/1.1" 200 9447
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:15 +0800] "GET /hrsys/resource/js/empsalary.js HTTP/1.1" 200 3744
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:15 +0800] "GET /hrsys/resource/bootstrap/js/bootstrap.min.js HTTP/1.1" 200 37051
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:15 +0800] "GET /hrsys/resource/bootstrap-table/bootstrap-table.min.js HTTP/1.1" 200 114722
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:15 +0800] "GET /hrsys/resource/js/jquery-3.5.1.min.js HTTP/1.1" 200 89478
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:15 +0800] "GET /hrsys/resource/bootstrap/fonts/glyphicons-halflings-regular.woff2 HTTP/1.1" 200 18028
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:15 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:16 +0800] "GET /hrsys/system/attendmgr.html HTTP/1.1" 200 2465
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:16 +0800] "GET /hrsys/resource/js/attendmgr.js HTTP/1.1" 200 2701
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:16 +0800] "POST /hrsys/searchAttend HTTP/1.1" 200 111083
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:16 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:39:21 +0800] "POST /hrsys/genAttend HTTP/1.1" 200 4378
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:49:31 +0800] "GET /hrsys/system/attendmgr.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:49:32 +0800] "GET /hrsys/resource/js/attendmgr.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:49:32 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:49:32 +0800] "POST /hrsys/searchAttend HTTP/1.1" 200 115740
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:49:34 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:49:35 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:49:35 +0800] "POST /hrsys/searchAttend HTTP/1.1" 200 115740
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:50:41 +0800] "POST /hrsys/searchAttend HTTP/1.1" 200 24398
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:50:44 +0800] "POST /hrsys/searchAttend HTTP/1.1" 200 91350
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:50:46 +0800] "POST /hrsys/searchAttend HTTP/1.1" 200 115740
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:52:36 +0800] "POST /hrsys/genAttend HTTP/1.1" 200 4237
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:52:43 +0800] "POST /hrsys/genAttend HTTP/1.1" 200 4237
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:55:10 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:55:13 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:55:13 +0800] "GET /hrsys/system/attendmgr.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:55:14 +0800] "GET /hrsys/resource/js/attendmgr.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:55:14 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:55:14 +0800] "POST /hrsys/searchAttend HTTP/1.1" 200 124748
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:55:16 +0800] "POST /hrsys/searchEmpSalary HTTP/1.1" 200 864
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:55:19 +0800] "GET /hrsys/analyze/leave.html HTTP/1.1" 200 1592
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:55:19 +0800] "GET /hrsys/resource/echarts/echarts.js HTTP/1.1" 200 3058460
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:55:19 +0800] "GET /hrsys/resource/js/leave.js HTTP/1.1" 200 3548
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:55:19 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:55:24 +0800] "POST /hrsys/dataForEchars HTTP/1.1" 200 1463
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:55:31 +0800] "POST /hrsys/dataForEchars HTTP/1.1" 200 14303
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:55:52 +0800] "GET /hrsys/analyze/attend.html HTTP/1.1" 200 1217
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:55:52 +0800] "GET /hrsys/resource/js/attend.js HTTP/1.1" 200 2501
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:55:52 +0800] "POST /hrsys/searchEmployee HTTP/1.1" 200 2649
0:0:0:0:0:0:0:1 - - [27/Aug/2020:13:55:53 +0800] "POST /hrsys/dataForEchars HTTP/1.1" 200 253
